no,nama,type,vote_average,vote_count,htm_weekday,htm_weekend,latitude,longitude,image,description
4,Restoe Boemi Kreo,Alam,4.5,176,0,0,-7.723671547,110.231514,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304595/Restoe_Boemi_Kreo_t8skng.jpg,restoe boemi kreo sebuah rumah makan hasil karya nextdestinxction untuk masyarakat kreo
471,Tourism Village Kinahrejo,Agrowisata,4.4,176,0,0,-7.5816346,110.4434317,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304654/Tourism_Village_Kinahrejo_dzbiwn.jpg,desa wisata kinahrejo terletak di lereng gunung merapi dan menjadi titik awal favorit bagi wisatawan yang ingin menjelajahi merapi melalui lava tour dikenal sebagai rumah almarhum mbah maridjan juru kunci merapi desa ini menyuguhkan pengalaman edukatif dan emosional tentang letusan merapi budaya jawa dan kehidupan masyarakat sekitar gunung berapi
447,TWM ( Tebing Watu Mabur ),Alam,4.4,172,2000,2000,-7.9456084,110.4406992,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304691/TWM_Tebing_Watu_Mabur_jtjglq.jpg,tebing watu mabur adalah destinasi wisata alam yang berada di bantul menawarkan panorama alam luar biasa dari ketinggian spot ini populer untuk berkemah dan menyaksikan matahari terbit dengan latar perbukitan hijau serta kabut pagi yang memesona nama watu mabur berarti batu terbang mengacu pada formasi batuan unik di tebing ini
168,Tempat Wisata Mangir,Agrowisata,4.4,171,10000,10000,-7.9001751,110.2752732,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304727/Tempat_Wisata_Mangir_cuhjmc.jpg,tempat wisata mangir merupakan destinasi bernuansa sejarah dan budaya yang terletak di wilayah pajangan bantul tempat ini menyimpan kisah legenda ki ageng mangir dan memiliki potensi wisata budaya pertanian serta alam pedesaan yang masih alami cocok untuk wisata edukasi dan napak tilas sejarah lokal
504,Gabugan Tourism Village,Agrowisata,4.4,164,0,0,-7.6609669,110.3797272,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304763/Gabugan_Tourism_Village_jol2uh.jpg,desa wisata gabugan di sleman menawarkan pengalaman pedesaan otentik dengan suasana asri dan aktivitas pertanian tradisional wisatawan dapat ikut serta dalam panen padi belajar membatik membuat kerajinan serta menikmati pertunjukan seni rakyat desa ini juga mendukung prinsip wisata ramah lingkungan dan pemberdayaan masyarakat
103,Pangurakan Gate,Budaya_Dan_Sejarah,4.6,163,15000,15000,-7.8015969,110.3646114,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304802/Pangurakan_Gate_v8kebh.jpg,pangurakan gate adalah pintu gerbang bersejarah yang menjadi akses utama menuju kompleks keraton yogyakarta dari arah utara bangunan ini memiliki nilai arsitektural dan historis tinggi karena menjadi bagian dari sumbu filosofis yogyakarta yang menghubungkan gunung merapi keraton dan laut selatan lokasi ini sering dilewati dalam upacara tradisional keraton dan merupakan spot foto ikonik bagi wisatawan
17,Candi Ijo,Budaya_Dan_Sejarah,4.7,159,5000,10000,-7.783381475,110.5104366,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304844/Candi_Ijo_anu8co.jpg,candi ijo adalah sebuah kompleks percandian bercorak hindu berada kilometer arah tenggara dari candi ratu boko atau kira kira kilometer di sebelah timur kota yogyakarta candi ini diperkirakan dibangun antara kurun abad ke sampai dengan ke masehi pada saat zaman kerajaan medang periode mataram
437,Wanagama 1000 Selfie (WG1000S),Alam,4.5,157,5000,5000,-7.8928168,110.5472087,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304886/Wanagama_1000_Selfie_WG1000S_qq8cik.jpg,hutan pendidikan wanagama dengan spot foto kekinian yang instagramable di tengah alam hijau
125,Hutan Cemara Sembung,Alam,4.2,156,5000,5000,-7.8306883,110.2897089,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304928/Hutan_Cemara_Sembung_kgxjeg.jpg,hutan dengan deretan pohon cemara tinggi cocok untuk bersantai dan berfoto estetik
153,Pakem Sari Water Park,Wisata Air,3.7,154,20000,20000,-7.661928,110.413932,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304965/Pakem_Sari_Water_Park_w0wafz.jpg,wahana air keluarga dengan berbagai permainan dan kolam untuk anak hingga dewasa
267,Dodogan Cultural Tourism,Wisata Air,4.2,153,4000,4000,-7.926687,110.4825668,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749305022/Dodogan_Cultural_Tourism_yj3y9y.jpg,wisata budaya lokal dengan pertunjukan seni tradisional dan kuliner khas desa
32,Goa Kalisuci,Alam,4.6,152,2000,2000,-8.002397389,110.6395038,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749305059/Goa_Kalisuci_re3ocz.jpg,destinasi cave tubing populer menyusuri sungai bawah tanah dengan ban di tengah keindahan gua alami
339,Tourism Village Mina Padi Cibuk Kidul,Agrowisata,4.2,147,0,0,-7.7555134,110.3099247,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749305098/Tourism_Village_Mina_Padi_Cibuk_Kidul_ewcr67.jpg,desa wisata pertanian berbasis mina padi ikan dan padi edukatif dan ramah lingkungan
441,Ecotourism Jatisari Seropan 3,Alam,4.3,145,2000,2000,-7.9436686,110.4440412,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749305135/Ecotourism_Jatisari_Seropan_3_q7oadw.jpg,wisata alam berbasis konservasi dan pertanian cocok untuk edukasi dan relaksasi
288,Eco Park Sriharjo,Alam,4.5,142,50000,50000,-7.9449846,110.4175478,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749305181/Eco_Park_Sriharjo_iayef0.jpg,taman alam di perbukitan sriharjo dengan suasana asri dan pemandangan lembah menawan
433,Goa Sentono,Alam,4.1,140,5000,5000,-7.8129534,110.4715037,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749305215/Goa_Sentono_asfodq.jpg,gua kecil yang diyakini memiliki nilai spiritual dikelilingi suasana alam yang tenang
216,Desa Wisata Sendari,Agrowisata,4.3,136,25000,25000,-7.7375229,110.325111,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749305257/Desa_Wisata_Sendari_dkcl4j.jpg,desa kreatif pengrajin gerabah dan batik cocok untuk wisata budaya dan workshop kerajinan
274,Terasiring Sriharjo,Alam,4.6,136,10000,10000,-7.9448403,110.4180764,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749305302/Terasiring_Sriharjo_dgieh1.jpg,persawahan bertingkat yang indah dan hijau mirip lanskap ubud bali
254,Candi Gana,Budaya_Dan_Sejarah,4.1,133,5000,7500,-7.7439064,110.4961559,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749305337/Candi_Gana_zoygar.jpg,candi kecil bercorak hindu yang menyimpan nilai sejarah dan keunikan arsitektur
333,Kampoeng Cyber Yogyakarta,Pendidikan,4.4,133,0,0,-7.809384,110.3585784,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749305371/Kampoeng_Cyber_Yogyakarta_iw8emn.jpg,kampung modern dengan digitalisasi berbasis warga pionir smart village di jogja
276,Desa Wisata Pengkok,Agrowisata,4.3,131,3000,3000,-7.8729739,110.4957781,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749305432/Desa_Wisata_Pengkok_u2ox4y.jpg,desa wisata edukatif yang menyajikan kehidupan pedesaan pertanian dan budaya lokal
106,Bangsal Magangan,Budaya_Dan_Sejarah,4.7,129,10000,10000,-7.8087595,110.3637221,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749305471/Bangsal_Magangan_hu6npv.jpg,bangunan bersejarah yang dahulu menjadi bagian penting dalam struktur keraton yogyakarta
183,Watu Tekek,Alam,4.1,129,10000,10000,-7.6643486,110.2081121,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749305510/Watu_Tekek_hsu2w4.jpg,batu besar unik yang menjadi ikon lokal berada di area wisata alam dengan suasana hening
114,Jetis Monument,Buatan,4.2,128,15000,15000,-7.8273402,110.3253528,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749305555/Jetis_Monument_n6suo8.jpg,tugu bersejarah yang memperingati perjuangan masyarakat jetis di masa penjajahan
458,Tourism Village Display,Agrowisata,4.3,128,5000,5000,-7.71528,110.3655598,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749305587/Tourism_Village_Display_iorsb4.jpg,galeri mini yang menampilkan ragam desa wisata di jogja sebagai inspirasi destinasi
320,Jipangan Tourism Village,Wisata Air,4.4,127,4000,4000,-7.8548212,110.3277628,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749305630/Jipangan_Tourism_Village_udbzdj.jpg,desa wisata yang menawarkan budaya pertanian dan atraksi kesenian lokal
401,Pantai Bukit Indah Nampu,Pantai,4.4,125,10000,10000,-8.1840158,110.7081369,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307286/Pantai_Bukit_Indah_Nampu_ewrvyb.jpg,pantai dengan bukit kecil dan pemandangan laut yang eksotis cocok untuk sunset hunting
244,Candi Siwa,Budaya_Dan_Sejarah,4.5,121,25000,25000,-7.7520327,110.4912079,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307332/Candi_Siwa_d71u5r.jpg,salah satu candi utama di kompleks prambanan megah dan penuh nilai spiritual hindu
188,Geger Menjangan,Alam,4.1,121,5000,5000,-7.6993041,110.0306903,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307368/Geger_Menjangan_xnmuh4.jpg,bukit karst dengan pemandangan luas dan cerita legenda tentang kijang suci
404,Pantai Segoro Kidul,Pantai,4.3,120,50000,50000,-7.996434,110.2414412,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307403/Pantai_Segoro_Kidul_hcpaiw.jpg,pantai penuh legenda yang diyakini sebagai gerbang laut selatan menyajikan panorama mistis nan indah
64,Museum dan Tanah Liat,Budaya_Dan_Sejarah,4.6,116,0,0,-7.8200451,110.3394857,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307437/Museum_dan_Tanah_Liat_v2krlb.jpg,museum kreatif berbasis tanah liat dengan karya seni interaktif dan edukasi keramik
91,Tugu Jam,Budaya_Dan_Sejarah,4.5,116,24000,24000,-7.8064821,110.3630733,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307471/Tugu_Jam_ufcort.jpg,penanda waktu klasik di area kota yang menjadi ikon lokal dengan nilai sejarah unik
390,Pantai Ngrawah,Pantai,4.5,114,10000,10000,-8.1250824,110.5202032,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307526/Pantai_Ngrawah_t1n2p4.jpg,pantai tersembunyi dengan pasir putih dan ombak tenang cocok untuk camping atau eksplorasi
329,Tourism Village Mlangi,Agrowisata,4.7,114,5000,5000,-7.7622125,110.3313254,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307530/Tourism_Village_Mlangi_b3ceny.jpg,desa religius yang terkenal dengan pondok pesantren cocok untuk wisata religi dan budaya
424,Between Two Gates,Agrowisata,4.6,108,0,0,-7.8309782,110.3992208,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307593/Between_Two_Gates_mpuzki.jpg,spot foto di antara dua gapura klasik simbol transisi budaya dan waktu di yogyakarta
199,"Nanggulan Rice Terrace, Watumurah, Pendowoharjo",Alam,4.3,108,5000,5000,-7.7479509,110.1903153,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307596/Nanggulan_Rice_Terrace_Watumurah_Pendowoharjo_l5yb6l.jpg,hamparan sawah bertingkat yang memesona di kawasan pedesaan nanggulan
62,Museum Sonobudoyo Unit II,Budaya_Dan_Sejarah,4.7,107,10000,10000,-7.8040124,110.366348,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307668/Museum_Sonobudoyo_Unit_II_tcuh85.jpg,unit lanjutan museum budaya jawa menyajikan koleksi keris batik dan artefak sejarah
57,Sonobudoyo State Museum Unit II,Budaya_Dan_Sejarah,4.7,107,10000,10000,-7.8040124,110.366348,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307668/Museum_Sonobudoyo_Unit_II_tcuh85.jpg,museum negara yang memamerkan kekayaan budaya dan sejarah jawa secara mendalam
238,Brahma Temple,Budaya_Dan_Sejarah,4.5,103,25000,25000,-7.7523837,110.4912216,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307768/Brahma_Temple_kndvic.jpg,candi di kompleks prambanan yang didedikasikan untuk dewa brahma arsitekturnya megah dan simetris
492,Tradisional Park,Buatan,4.3,102,20000,20000,-7.6286063,110.4252096,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307772/Tradisional_Park_ug96dx.jpg,taman dengan nuansa tradisional yang menampilkan budaya dan kehidupan desa zaman dulu
454,Air Terjun Banyu Nibo,Wisata Air,4.3,99,0,0,-7.9033828,110.4572075,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307846/Air_Terjun_Banyu_Nibo_kk7rfc.jpg,air terjun mungil yang dikelilingi pepohonan cocok untuk healing dan eksplorasi
133,Obelix Hills Sunset View,Buatan,4.6,99,15000,25000,-7.8070316,110.5215714,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307849/Obelix_Hills_Sunset_View_jgwysz.jpg,spot kekinian untuk menikmati sunset dengan café outdoor dan banyak spot foto
448,Goa Jepang Pengklik,Alam,4.4,96,10000,10000,-7.8037677,110.4779306,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307918/Goa_Jepang_Pengklik_ddo2qq.jpg,gua buatan peninggalan jepang saat perang dunia ii kini jadi situs sejarah dan wisata edukasi
375,Pantai Ngluwen,Pantai,4.5,96,10000,10000,-8.1140054,110.4898614,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307923/Pantai_Ngluwen_m4jqe3.jpg,pantai perawan yang tenang cocok untuk pelarian dari keramaian kota
201,Desa Wisata Malangan,Agrowisata,4.4,95,5000,5000,-7.7586856,110.2533026,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307981/Desa_Wisata_Malangan_udsjhp.jpg,desa wisata dengan aktivitas budaya seperti seni karawitan dan kuliner tradisional
408,pantai Trisik,Pantai,3.9,94,3000,3000,-7.9673349,110.182607,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749307986/pantai_Trisik_opil3r.jpg,pantai alami dengan konservasi penyu dan suasana pantai yang bersih dan sejuk
236,Karangnongko Temple,Budaya_Dan_Sejarah,4.1,93,0,0,-7.6771502,110.5569914,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308046/Karangnongko_Temple_nvi05a.jpg,situs candi kecil bercorak hindu tersembunyi namun menyimpan pesona historis
189,Watu Kendhil,Alam,4.3,93,5000,5000,-7.6353212,110.2147341,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308048/Watu_Kendhil_ic9mpt.jpg,batu besar unik yang menjadi simbol lokal dan kerap dikunjungi untuk meditasi alam
123,Gazebo Fakultas Pertanian UGM,Buatan,4.5,91,0,0,-7.7682109,110.3813503,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308119/Gazebo_Fakultas_Pertanian_UGM_fcdhus.jpg,ruang terbuka hijau untuk diskusi belajar atau bersantai di lingkungan kampus
331,Dewi Rawe,Buatan,4.5,89,10000,10000,-7.7514803,110.3352759,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308126/Dewi_Rawe_gvnimd.jpg,destinasi wisata berbasis pertanian dan budaya di sleman dengan berbagai aktivitas edukatif
191,Embung KP,Wisata Air,4.3,87,4000,4000,-7.6588773,110.235082,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308193/Embung_KP_ipxwct.jpg,embung atau bendungan kecil yang digunakan untuk irigasi dan kini jadi spot piknik serta mancing
307,Geopark Gunung Sewu,Buatan,4.4,85,5000,5000,-7.8475299,110.4795506,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308206/Geopark_Gunung_Sewu_frl1ss.jpg,kawasan konservasi alam karst yang masuk unesco global geopark penuh gua dan lanskap eksotis
219,Goa Payaman,Alam,4.2,84,25000,25000,-7.8346264,110.258599,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308210/Goa_Payaman_fat1d6.jpg,gua alami yang masih alami dan jarang dikunjungi cocok untuk petualang alam
394,Pantai Watunene,Pantai,4.6,84,7500,7500,-8.1594636,110.6292219,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308296/Pantai_Watunene_iws4vi.jpg,pantai tersembunyi di pesisir selatan dengan hamparan pasir putih dan batuan indah
435,Desa Wisata Nawung,Wisata Air,4.3,81,20000,20000,-7.8202819,110.5425329,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308300/Desa_Wisata_Nawung_ij040o.jpg,desa wisata yang fokus pada pelestarian budaya dan lingkungan serta kuliner tradisional
242,Kadisoka Temple,Budaya_Dan_Sejarah,3.8,81,0,0,-7.7553303,110.4459721,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308305/Kadisoka_Temple_cu8rly.jpg,candi kecil yang ditemukan di tengah pemukiman menyimpan nilai arkeologi penting
473,Kampung Wisata Tanen | KAWITAN,Agrowisata,4.4,80,0,0,-7.6270688,110.4201728,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308428/Kampung_Wisata_Tanen_dasodg.jpg,kampung yang memadukan pertanian seni tradisional dan ekowisata dalam satu tempat
508,MANGGALIA INDAH,Agrowisata,3.9,80,15000,15000,-7.5915194,110.5074483,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308433/MANGGALIA_INDAH_ehqswu.jpg,tempat wisata modern keluarga dengan fasilitas hiburan dan kuliner yang nyaman
453,Desa Wisata Batur,Alam,4.4,79,15000,15000,-7.8597347,110.5498557,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308438/Desa_Wisata_Batur_rsuft5.jpg,desa yang menawarkan keindahan alam dan kearifan lokal dengan aktivitas outbound dan budaya
60,Museum Rs Mata Dr Yap,Budaya_Dan_Sejarah,4.5,79,0,0,-7.780141,110.3741398,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308617/Museum_Rs_Mata_Dr_Yap_c5hhjr.jpg,museum kedokteran mata pertama di indonesia menyimpan sejarah dunia oftalmologi
352,Government Tourist Information Center,Agrowisata,4.6,77,0,0,-7.7953215,110.3657371,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308622/Government_Tourist_Information_Center_kpkbzu.jpg,pusat informasi resmi pariwisata yogyakarta lengkap dengan peta dan brosur wisata
61,Museum Geoteknologi Mineral,Budaya_Dan_Sejarah,4.5,72,0,0,-7.7816997,110.4146097,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308627/Museum_Geoteknologi_Mineral_k3yu9u.jpg,museum edukatif yang menampilkan batuan mineral dan teknologi geologi
261,Unit Office Taman Wisata Candi Prambanan,Agrowisata,4.6,72,50000,50000,-7.7541053,110.4928588,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308632/Unit_Office_Taman_Wisata_Candi_Prambanan_njnmjh.jpg,kantor pengelola resmi wisata candi pusat informasi dan tiket
235,Perwara Temple,Budaya_Dan_Sejarah,4.4,70,50000,50000,-7.7516703,110.4921881,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308638/Perwara_Temple_yucfii.jpg,candi candi pendamping di kompleks prambanan yang berjumlah puluhan mencerminkan struktur kosmis hindu
489,Tourism Village Srowolan,Agrowisata,4.3,70,10000,10000,-7.6663773,110.3858213,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308884/Tourism_Village_Srowolan_bqowaq.jpg,desa wisata di kaki merapi dengan kesejukan alam kopi lokal dan atraksi budaya
233,Candi Morangan,Budaya_Dan_Sejarah,4.3,68,15000,15000,-7.6848173,110.4694913,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308891/Candi_Morangan_v5ame2.jpg,situs candi yang ditemukan kembali dalam keadaan terkubur simbol sejarah masa lalu yang unik
482,Tourism Village Bokesan,Agrowisata,4.4,68,0,0,-7.706782,110.4742429,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749308898/Tourism_Village_Bokesan_cglt3u.jpg,desa wisata dengan pengalaman berkebun beternak dan edukasi alam
